죄종별,항목,단위,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년
보험사기방지특별법위반,남자검거인원,명,,,,,,35,1861
보험사기방지특별법위반,여자검거인원,명,,,,,,9,789
보험사기방지특별법위반,불상검거인원,명,,,,,,-,6
보험사기방지특별법위반,법인체,개,,,,,,-,2
횡령,발생건수,건,26767,31273,34892,37024,46734,50053,50498
횡령,검거건수,건,20094,21923,23708,22761,26449,26470,25690
횡령,검거율,%,75.1,70.1,67.9,61.5,56.6,52.9,50.9
횡령,검거인원,명,33004,35577,39502,40376,40756,38582,36263
횡령,남자검거인원,명,25596,26923,29446,28548,30923,29603,27256
횡령,여자검거인원,명,5793,6288,6848,7150,7825,7825,7698
횡령,불상검거인원,명,1615,2366,3208,4678,2008,1154,1309
횡령,법인체,개,45,50,77,70,67,65,61
횡령,발생건수,건,12465,13484,13563,14120,14791,12982,10959
횡령,검거건수,건,9869,10764,10931,11481,12667,11273,9332
횡령,검거율,%,79.2,79.8,80.6,81.3,85.6,86.8,85.2
횡령,검거인원,명,16013,17358,18362,18721,19472,17144,14153
횡령,남자검거인원,명,12907,13871,14654,14860,15506,13592,11151
횡령,여자검거인원,명,2813,3088,3239,3484,3620,3225,2719
횡령,불상검거인원,명,293,399,469,377,346,327,283
횡령,법인체,개,20,23,26,35,26,36,36
업무상횡령,발생건수,건,7353,7537,7817,6574,6678,6024,5909
업무상횡령,검거건수,건,6489,6585,7023,5959,6284,5613,5423
업무상횡령,검거율,%,88.2,87.4,89.8,90.6,94.1,93.2,91.8
업무상횡령,검거인원,명,10204,10127,10449,10222,10433,9702,9082
업무상횡령,남자검거인원,명,8248,8184,8343,8121,8260,7625,7196
업무상횡령,여자검거인원,명,1778,1797,1991,1949,2056,1903,1780
업무상횡령,불상검거인원,명,178,146,115,152,117,174,106
업무상횡령,법인체,개,20,18,44,31,30,26,21
점유이탈물등횡령,발생건수,건,6341,9100,12905,15529,24691,30496,33012
점유이탈물등횡령,검거건수,건,3209,3507,5254,4604,7022,9118,10404
점유이탈물등횡령,검거율,%,50.6,38.5,40.7,29.6,28.4,29.9,31.5
점유이탈물등횡령,검거인원,명,5316,6887,9252,10022,9498,10529,11866
점유이탈물등횡령,남자검거인원,명,3244,3903,5280,4474,6102,7420,8005
점유이탈물등횡령,여자검거인원,명,992,1178,1380,1450,1892,2471,2968
점유이탈물등횡령,불상검거인원,명,1080,1806,2592,4098,1504,638,893
점유이탈물등횡령,법인체,개,-,-,,1,,-,-
특경법(횡령),발생건수,건,608,1152,607,801,574,551,618
특경법(횡령),검거건수,건,527,1067,500,717,476,466,531
특경법(횡령),검거율,%,86.7,92.6,82.4,89.5,82.9,84.6,85.9
특경법(횡령),검거인원,명,1471,1205,1439,1411,1353,1207,1162
특경법(횡령),남자검거인원,명,1197,965,1169,1093,1055,966,904
특경법(횡령),여자검거인원,명,210,225,238,267,257,226,231
특경법(횡령),불상검거인원,명,64,15,32,51,41,15,27
특경법(횡령),법인체,개,5,9,7,3,11,3,4
배임,발생건수,건,4725,4229,4617,4456,4289,4358,3706
배임,검거건수,건,4211,3661,4041,3986,3893,3958,3331
배임,검거율,%,89.1,86.6,87.5,89.5,90.8,90.8,89.9
배임,검거인원,명,8124,8242,9021,10021,8809,7944,8102
배임,남자검거인원,명,6363,6245,7047,7917,6930,6223,6509
배임,여자검거인원,명,1497,1536,1688,1727,1513,1501,1380
배임,불상검거인원,명,264,461,286,377,366,220,213
배임,법인체,개,55,51,85,59,57,44,47
배임,발생건수,건,1774,1741,1700,1840,1623,1486,1355
배임,검거건수,건,1521,1465,1452,1637,1451,1346,1214
배임,검거율,%,85.7,84.1,85.4,89,89.4,90.6,89.6
배임,검거인원,명,2744,2702,2794,2910,2558,2335,2205
배임,남자검거인원,명,1867,1839,1900,2018,1781,1568,1527
배임,여자검거인원,명,818,788,856,814,716,705,619
배임,불상검거인원,명,59,75,38,78,61,62,59
배임,법인체,개,10,11,24,10,18,6,11
업무상배임,발생건수,건,2026,1912,1946,1934,2081,2254,1715
업무상배임,검거건수,건,1839,1717,1707,1731,1915,2068,1555
업무상배임,검거율,%,90.8,89.8,87.7,89.5,92,91.7,90.7
업무상배임,검거인원,명,3418,3786,4274,4285,4202,3835,3535
업무상배임,남자검거인원,명,2784,3032,3481,3414,3402,3116,2859
업무상배임,여자검거인원,명,482,561,608,632,605,606,555
업무상배임,불상검거인원,명,152,193,185,239,195,113,121
업무상배임,법인체,개,36,30,49,31,27,22,31
배임수재,발생건수,건,466,147,344,195,155,181,198
배임수재,검거건수,건,460,135,334,187,142,172,187
배임수재,검거율,%,98.7,91.8,97.1,95.9,91.6,95,94.4
배임수재,검거인원,명,496,489,493,1139,470,508,753
배임수재,남자검거인원,명,431,415,417,1026,430,473,692
배임수재,여자검거인원,명,57,65,61,101,36,28,60
배임수재,불상검거인원,명,8,9,15,12,4,7,1
배임수재,법인체,개,1,3,1,,6,3,-
배임증재,발생건수,건,48,37,195,60,33,36,38
배임증재,검거건수,건,48,32,189,55,33,31,33
배임증재,검거율,%,100,86.5,96.9,91.7,100,86.1,86.8
배임증재,검거인원,명,292,152,194,497,278,236,409
배임증재,남자검거인원,명,272,128,178,455,250,218,366
배임증재,여자검거인원,명,19,20,16,41,25,14,25
배임증재,불상검거인원,명,1,4,,1,3,4,18
배임증재,법인체,개,-,-,4,5,,1,1
특경법(배임),발생건수,건,411,392,387,394,349,367,362
특경법(배임),검거건수,건,343,312,324,347,311,310,308
특경법(배임),검거율,%,83.5,79.6,83.7,88.1,89.1,84.5,85.1
특경법(배임),검거인원,명,1174,1113,1167,1104,1201,957,1087
특경법(배임),남자검거인원,명,1009,831,986,930,979,782,961
특경법(배임),여자검거인원,명,121,102,138,131,124,141,114
특경법(배임),불상검거인원,명,44,180,43,43,98,34,12
특경법(배임),법인체,개,8,7,7,13,6,12,4
특경법(수재등),발생건수,건,12,16,20,14,14,14,20
특경법(수재등),검거건수,건,12,15,16,14,14,13,19
특경법(수재등),검거율,%,100,93.8,80,100,100,92.9,95
특경법(수재등),검거인원,명,25,35,34,33,31,26,78
특경법(수재등),남자검거인원,명,25,29,31,31,30,23,72
특경법(수재등),여자검거인원,명,-,3,,2,1,3,6
특경법(수재등),불상검거인원,명,-,3,3,,,-,-
특경법(수재등),법인체,개,-,-,,,,-,-
특경법(증재등),발생건수,건,2,2,1,4,2,2,1
특경법(증재등),검거건수,건,2,1,1,3,2,2,1
특경법(증재등),검거율,%,100,50,100,75,100,100,100
특경법(증재등),검거인원,명,5,3,5,6,5,11,2
특경법(증재등),남자검거인원,명,5,3,5,6,4,9,1
특경법(증재등),여자검거인원,명,-,-,,,1,2,1
특경법(증재등),불상검거인원,명,-,-,,,,-,-
특경법(증재등),법인체,개,-,-,,,,-,-
특경법(알선수재),발생건수,건,73,20,24,15,32,18,17
특경법(알선수재),검거건수,건,72,17,18,12,25,16,14
특경법(알선수재),검거율,%,98.6,85,75,80,78.1,88.9,82.4
특경법(알선수재),검거인원,명,126,31,60,47,64,36,33
특경법(알선수재),남자검거인원,명,104,29,49,37,54,34,31
특경법(알선수재),여자검거인원,명,18,2,9,6,5,2,-
특경법(알선수재),불상검거인원,명,4,-,2,4,5,-,2
특경법(알선수재),법인체,개,-,-,,,,-,-
풍속범죄,발생건수,건,28834,24801,27373,24976,24491,26165,22501
풍속범죄,검거건수,건,27305,23102,25209,23124,22733,24600,21089
풍속범죄,검거율,%,94.7,93.1,92.1,92.6,92.8,94,93.7
풍속범죄,검거인원,명,62300,53365,50532,43995,43273,47289,37567
풍속범죄,남자검거인원,명,50663,43418,42087,35831,35258,40716,31837
풍속범죄,여자검거인원,명,10720,9050,7518,7165,6637,5359,4568
풍속범죄,불상검거인원,명,917,897,927,999,1378,1214,1162
풍속범죄,법인체,개,67,65,128,37,24,11,12
성풍속범죄,발생건수,건,13381,14935,19385,16683,16219,12719,13812
성풍속범죄,검거건수,건,12305,13426,17341,15026,14522,11416,12553
성풍속범죄,검거율,%,92,89.9,89.5,90.1,89.5,89.8,90.9
성풍속범죄,검거인원,명,15495,17359,19969,15001,13072,12094,13005
성풍속범죄,남자검거인원,명,13041,14346,16937,12134,11191,10864,11624
성풍속범죄,여자검거인원,명,2168,2627,2488,2311,972,507,558
성풍속범죄,불상검거인원,명,286,386,544,556,909,723,823
성풍속범죄,법인체,개,52,63,127,36,23,10,12
간통,발생건수,건,1671,1793,1554,1826,540,2,-
간통,검거건수,건,1473,1577,1358,1582,434,-,-
간통,검거율,%,88.2,88,87.4,86.6,80.4,-,-
간통,검거인원,명,3403,3714,3337,3863,1190,2,-
간통,남자검거인원,명,1617,1780,1576,1839,554,1,-
간통,여자검거인원,명,1630,1789,1629,1880,566,1,-
간통,불상검거인원,명,156,145,132,144,70,-,-
간통,법인체,개,-,-,,,,-,-
혼인빙자간음,발생건수,건,6,9,2,,,-,-
혼인빙자간음,검거건수,건,4,11,3,,,1,1
혼인빙자간음,검거율,%,66.7,122.2,150,,,-,-
혼인빙자간음,검거인원,명,4,11,4,,2,5,-
혼인빙자간음,남자검거인원,명,4,10,4,,2,3,-
혼인빙자간음,여자검거인원,명,-,1,,,,2,-
혼인빙자간음,불상검거인원,명,-,-,,,,-,-
혼인빙자간음,법인체,개,-,-,,,,-,-
혼인빙자간음(위계간음),발생건수,건,1,2,1,,1,1,-
혼인빙자간음(위계간음),검거건수,건,1,1,1,,1,1,-
혼인빙자간음(위계간음),검거율,%,100,50,100,,100,100,-
혼인빙자간음(위계간음),검거인원,명,1,-,3,,1,-,-
혼인빙자간음(위계간음),남자검거인원,명,1,-,3,,1,-,-
혼인빙자간음(위계간음),여자검거인원,명,-,-,,,,-,-
혼인빙자간음(위계간음),불상검거인원,명,-,-,,,,-,-
혼인빙자간음(위계간음),법인체,개,-,-,,,,-,-
공연음란,발생건수,건,821,1283,1472,1842,2112,2466,2989
공연음란,검거건수,건,706,1056,1144,1425,1658,1948,2479
공연음란,검거율,%,86,82.3,77.7,77.4,78.5,79,82.9
공연음란,검거인원,명,739,1111,1202,1470,1700,2040,2597
공연음란,남자검거인원,명,694,1051,1137,1381,1609,1927,2437
공연음란,여자검거인원,명,14,13,11,12,15,42,47
공연음란,불상검거인원,명,31,47,54,77,76,71,113
공연음란,법인체,개,-,-,,,,-,-
음행매개,발생건수,건,-,-,,,,-,-
음행매개,검거건수,건,-,-,,,,-,-
음행매개,검거율,%,-,-,,,,-,-
음행매개,검거인원,명,-,-,,,,-,-
음행매개,남자검거인원,명,-,-,,,,-,-
음행매개,여자검거인원,명,-,-,,,,-,-
음행매개,불상검거인원,명,-,-,,,,-,-
음행매개,법인체,개,-,-,,,,-,-
"음화등반포(판매,임대,전시,제조)",발생건수,건,59,166,60,7,7,22,29
"음화등반포(판매,임대,전시,제조)",검거건수,건,57,164,60,8,6,19,14
"음화등반포(판매,임대,전시,제조)",검거율,%,96.6,98.8,100,114.3,85.7,86.4,48.3
"음화등반포(판매,임대,전시,제조)",검거인원,명,82,181,61,8,8,26,45
"음화등반포(판매,임대,전시,제조)",남자검거인원,명,63,149,52,6,5,5,15
"음화등반포(판매,임대,전시,제조)",여자검거인원,명,19,32,9,1,1,20,8
"음화등반포(판매,임대,전시,제조)",불상검거인원,명,-,-,,1,2,1,22
"음화등반포(판매,임대,전시,제조)",법인체,개,-,-,,,,1,-
정보통신망이용촉진및정보보호등에관한법률(음란물유포),발생건수,건,8190,5708,6525,3717,3419,2412,1986
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거건수,건,7758,5176,5802,3095,2598,2059,1684
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거율,%,94.7,90.7,88.9,83.3,76,85.4,84.8
정보통신망이용촉진및정보보호등에관한법률(음란물유포),검거인원,명,8690,6341,7215,3981,3635,2530,2285
정보통신망이용촉진및정보보호등에관한법률(음란물유포),남자검거인원,명,8341,5952,6772,3614,2898,1931,1677
정보통신망이용촉진및정보보호등에관한법률(음란물유포),여자검거인원,명,317,288,303,142,106,127,174
정보통신망이용촉진및정보보호등에관한법률(음란물유포),불상검거인원,명,32,101,140,225,631,472,434
정보통신망이용촉진및정보보호등에관한법률(음란물유포),법인체,개,51,44,80,24,19,4,12
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),발생건수,건,1535,2412,4841,6635,7615,5170,6465
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),검거건수,건,1344,2054,4405,6379,7430,4891,6220
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),검거율,%,87.6,85.2,91,96.1,97.6,94.6,96.2
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),검거인원,명,1354,1838,2858,2924,3959,4491,5437
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),남자검거인원,명,1322,1786,2773,2854,3832,4340,5174
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),여자검거인원,명,24,36,62,50,92,117,166
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),불상검거인원,명,8,16,23,20,35,34,97
성폭력범죄의처벌등에관한특례법(카메라등이용촬영),법인체,개,1,-,6,1,,-,-
성폭력범죄의처벌등에관한특례법(통신매체이용음란),발생건수,건,910,914,1411,1250,1130,1109,1249
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거건수,건,780,763,1281,1185,1065,1041,1142
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거율,%,85.7,83.5,90.8,94.8,94.2,93.9,91.4
성폭력범죄의처벌등에관한특례법(통신매체이용음란),검거인원,명,929,899,974,1087,1065,1163,1324
성폭력범죄의처벌등에관한특례법(통신매체이용음란),남자검거인원,명,834,802,867,1013,979,1062,1186
성폭력범죄의처벌등에관한특례법(통신매체이용음란),여자검거인원,명,39,31,36,24,38,58,73
성폭력범죄의처벌등에관한특례법(통신매체이용음란),불상검거인원,명,56,66,71,50,48,43,65
성폭력범죄의처벌등에관한특례법(통신매체이용음란),법인체,개,-,-,,,,-,-
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),발생건수,건,,,209,463,535,470,414
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),검거건수,건,,,170,441,507,442,395
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),검거율,%,,,81.3,95.2,94.8,94,95.4
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),검거인원,명,,,163,372,472,441,403
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),남자검거인원,명,,,163,368,463,436,392
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),여자검거인원,명,,,,1,3,1,4
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),불상검거인원,명,,,,3,6,4,7
성폭력범죄의처벌등에관한특례법(성적목적공공장소침입),법인체,개,,,,,,-,-
아동·청소년의성보호에관한법률위반(음란물제작배포등),발생건수,건,79,1446,2508,634,644,831,479
아동·청소년의성보호에관한법률위반(음란물제작배포등),검거건수,건,78,1429,2323,602,607,779,418
아동·청소년의성보호에관한법률위반(음란물제작배포등),검거율,%,98.7,98.8,92.6,95,94.3,93.7,87.3
아동·청소년의성보호에관한법률위반(음란물제작배포등),검거인원,명,87,1724,3031,814,706,1026,616
아동·청소년의성보호에관한법률위반(음란물제작배포등),남자검거인원,명,80,1649,2797,760,649,909,520
아동·청소년의성보호에관한법률위반(음란물제작배포등),여자검거인원,명,7,68,115,22,20,19,13
아동·청소년의성보호에관한법률위반(음란물제작배포등),불상검거인원,명,-,7,119,32,37,98,83
아동·청소년의성보호에관한법률위반(음란물제작배포등),법인체,개,-,17,41,11,4,5,-
풍속영업의규제에관한법률,발생건수,건,109,1202,802,309,216,236,201
풍속영업의규제에관한법률,검거건수,건,104,1195,794,309,216,235,200
풍속영업의규제에관한법률,검거율,%,95.4,99.4,99,100,100,99.6,99.5
풍속영업의규제에관한법률,검거인원,명,206,1540,1121,482,334,370,298
풍속영업의규제에관한법률,남자검거인원,명,85,1167,793,299,199,250,223
풍속영업의규제에관한법률,여자검거인원,명,118,369,323,179,131,120,73
풍속영업의규제에관한법률,불상검거인원,명,3,4,5,4,4,-,2
풍속영업의규제에관한법률,법인체,개,-,2,,,,-,-
도박범죄,발생건수,건,15453,9866,7988,8293,8272,13446,8689
도박범죄,검거건수,건,15000,9676,7868,8098,8211,13184,8536
도박범죄,검거율,%,97.1,98.1,98.5,97.6,99.3,98.1,98.2
도박범죄,검거인원,명,46805,36006,30563,28994,30201,35195,24562
도박범죄,남자검거인원,명,37622,29072,25150,23697,24067,29852,20213
도박범죄,여자검거인원,명,8552,6423,5030,4854,5665,4852,4010
도박범죄,불상검거인원,명,631,511,383,443,469,491,339
도박범죄,법인체,개,15,2,1,1,1,1,-
도박,발생건수,건,9526,6711,5728,6206,5355,6547,4459
도박,검거건수,건,9267,6590,5649,6066,5400,6494,4468
도박,검거율,%,97.3,98.2,98.6,97.7,100.8,99.2,100.2
도박,검거인원,명,35828,29015,25410,24196,23341,22232,17196
도박,남자검거인원,명,28831,23624,21158,19795,18530,18189,13905
도박,여자검거인원,명,6586,5047,3989,4121,4526,3834,3156
도박,불상검거인원,명,411,344,263,280,285,209,135
도박,법인체,개,-,1,,,,-,-
도박(상습),발생건수,건,1903,505,357,286,199,387,200
도박(상습),검거건수,건,1791,504,355,297,202,392,196
도박(상습),검거율,%,94.1,99.8,99.4,103.8,101.5,101.3,98
도박(상습),검거인원,명,3213,1464,903,801,683,736,524
도박(상습),남자검거인원,명,2698,1059,688,611,369,645,356
도박(상습),여자검거인원,명,499,384,202,173,308,82,160
도박(상습),불상검거인원,명,16,21,13,17,6,9,8
도박(상습),법인체,개,-,-,,,,-,-
도박개장,발생건수,건,772,513,408,378,448,416,354
도박개장,검거건수,건,726,486,388,328,414,376,311
도박개장,검거율,%,94,94.7,95.1,86.8,92.4,90.4,87.9
도박개장,검거인원,명,3151,2165,1714,1513,1688,1894,1439
도박개장,남자검거인원,명,2131,1517,1122,1067,1041,1246,892
도박개장,여자검거인원,명,890,579,533,346,554,540,468
도박개장,불상검거인원,명,130,69,59,100,93,108,79
도박개장,법인체,개,-,-,1,1,,1,-
복표발매(중개·취득),발생건수,건,2,-,,3,1,-,2
복표발매(중개·취득),검거건수,건,2,-,,3,1,-,2
복표발매(중개·취득),검거율,%,100,-,,100,100,-,100
복표발매(중개·취득),검거인원,명,5,-,,10,1,-,3
복표발매(중개·취득),남자검거인원,명,5,-,,8,1,-,3
복표발매(중개·취득),여자검거인원,명,-,-,,1,,-,-
복표발매(중개·취득),불상검거인원,명,-,-,,1,,-,-
복표발매(중개·취득),법인체,개,-,-,,,,-,-
사행행위등규제및처벌특례법,발생건수,건,3250,2137,1495,1420,2269,6096,3674
사행행위등규제및처벌특례법,검거건수,건,3214,2096,1476,1404,2194,5922,3559
사행행위등규제및처벌특례법,검거율,%,98.9,98.1,98.7,98.9,96.7,97.1,96.9
사행행위등규제및처벌특례법,검거인원,명,4608,3362,2536,2474,4488,10333,5400
사행행위등규제및처벌특례법,남자검거인원,명,3957,2872,2182,2216,4126,9772,5057
사행행위등규제및처벌특례법,여자검거인원,명,577,413,306,213,277,396,226
사행행위등규제및처벌특례법,불상검거인원,명,74,77,48,45,85,165,117
사행행위등규제및처벌특례법,법인체,개,15,1,,,1,-,-
특별경제범죄,발생건수,건,68026,78155,71019,72908,86329,65025,53356
특별경제범죄,검거건수,건,53393,59192,52689,52658,57736,50608,43791
특별경제범죄,검거율,%,78.5,75.7,74.2,72.2,66.9,77.8,82.1
특별경제범죄,검거인원,명,100217,110469,97635,105087,118670,91979,81086
특별경제범죄,남자검거인원,명,70042,76306,69143,72077,71603,61550,57074
특별경제범죄,여자검거인원,명,21580,22896,19278,20387,22231,18204,16987
특별경제범죄,불상검거인원,명,8595,11267,9214,12623,24836,12225,7025
특별경제범죄,법인체,개,3868,4225,4111,3677,3613,3330,3060
"신용,업무와경매에관한죄",발생건수,건,15126,18995,18553,21094,23519,24229,22042
"신용,업무와경매에관한죄",검거건수,건,14493,18410,17958,20354,22801,23630,21518
"신용,업무와경매에관한죄",검거율,%,95.8,96.9,96.8,96.5,96.9,97.5,97.6
"신용,업무와경매에관한죄",검거인원,명,22991,27155,26581,28594,30116,31190,28892
"신용,업무와경매에관한죄",남자검거인원,명,18868,22190,21958,23446,24710,25805,23753
"신용,업무와경매에관한죄",여자검거인원,명,3489,4199,4018,4515,4731,4804,4498
"신용,업무와경매에관한죄",불상검거인원,명,634,766,605,633,675,581,641
"신용,업무와경매에관한죄",법인체,개,29,40,33,34,41,22,29
여신전문금융업법위반,발생건수,건,2739,3713,4005,4504,3719,2473,2149
여신전문금융업법위반,검거건수,건,1495,1544,1667,2043,1894,1449,1282
여신전문금융업법위반,검거율,%,54.6,41.6,41.6,45.4,50.9,58.6,59.7
여신전문금융업법위반,검거인원,명,2808,3340,3296,3565,2851,2362,2235
여신전문금융업법위반,남자검거인원,명,1703,1882,1826,1924,1683,1486,1466
여신전문금융업법위반,여자검거인원,명,612,635,602,632,583,590,506
여신전문금융업법위반,불상검거인원,명,493,823,868,1009,585,286,263
여신전문금융업법위반,법인체,개,47,56,74,109,91,123,91
대부업의등록및금융이용자보호에관한법률,발생건수,건,4506,6546,2301,1395,900,941,1233
대부업의등록및금융이용자보호에관한법률,검거건수,건,3919,5987,2087,1259,781,808,1062
대부업의등록및금융이용자보호에관한법률,검거율,%,87,91.5,90.7,90.3,86.8,85.9,86.1
대부업의등록및금융이용자보호에관한법률,검거인원,명,6526,9656,3693,2313,1651,1738,2401
대부업의등록및금융이용자보호에관한법률,남자검거인원,명,5009,7559,2817,1640,1077,1145,1679
대부업의등록및금융이용자보호에관한법률,여자검거인원,명,992,1600,631,441,386,372,417
대부업의등록및금융이용자보호에관한법률,불상검거인원,명,525,497,245,232,188,221,305
대부업의등록및금융이용자보호에관한법률,법인체,개,28,57,26,17,26,16,17
유사수신행위의규제에관한법률,발생건수,건,332,408,286,268,284,740,697
유사수신행위의규제에관한법률,검거건수,건,290,362,225,232,240,630,598
유사수신행위의규제에관한법률,검거율,%,87.3,88.7,78.7,86.6,84.5,85.1,85.8
유사수신행위의규제에관한법률,검거인원,명,1227,1077,935,1052,1111,1985,2063
유사수신행위의규제에관한법률,남자검거인원,명,843,622,573,656,654,1206,1409
유사수신행위의규제에관한법률,여자검거인원,명,353,380,347,314,442,760,625
유사수신행위의규제에관한법률,불상검거인원,명,31,75,15,82,15,19,29
유사수신행위의규제에관한법률,법인체,개,67,33,29,37,31,67,71
전자금융거래법위반,발생건수,건,5917,6329,4880,6961,8871,5804,5479
전자금융거래법위반,검거건수,건,5841,6140,4642,6767,8788,5781,5431
전자금융거래법위반,검거율,%,98.7,97,95.1,97.2,99.1,99.6,99.1
전자금융거래법위반,검거인원,명,24956,24710,21072,28584,30891,20097,20790
전자금융거래법위반,남자검거인원,명,16526,16340,15070,20547,20945,13952,14154
전자금융거래법위반,여자검거인원,명,7638,7864,5595,7563,9505,5734,6178
전자금융거래법위반,불상검거인원,명,792,506,407,474,441,411,458
전자금융거래법위반,법인체,개,4,43,13,4,19,7,3
부정수표단속법,발생건수,건,7238,6250,5300,4250,3149,2279,1917
부정수표단속법,검거건수,건,5385,4403,3833,2882,2406,1591,1316
부정수표단속법,검거율,%,74.4,70.4,72.3,67.8,76.4,69.8,68.6
부정수표단속법,검거인원,명,4836,3847,3079,2455,1883,1511,1178
부정수표단속법,남자검거인원,명,3946,3139,2563,1991,1478,1214,954
부정수표단속법,여자검거인원,명,641,621,420,396,352,228,187
부정수표단속법,불상검거인원,명,249,87,96,68,53,69,37
부정수표단속법,법인체,개,103,63,61,48,36,23,45
조세범처벌법,발생건수,건,3370,3842,3944,3618,2963,2707,2550
조세범처벌법,검거건수,건,2751,3067,3245,3158,2747,2444,2256
조세범처벌법,검거율,%,81.6,79.8,82.3,87.3,92.7,90.3,88.5
조세범처벌법,검거인원,명,5771,6397,6651,6011,4946,4401,3832
조세범처벌법,남자검거인원,명,4832,5351,5756,5186,4296,3790,3327
조세범처벌법,여자검거인원,명,612,702,764,728,592,579,482
조세범처벌법,불상검거인원,명,327,344,131,97,58,32,23
조세범처벌법,법인체,개,1563,1650,1870,1892,1541,1335,1231
관세법,발생건수,건,8,2,10,6,5,9,3
관세법,검거건수,건,8,2,8,6,5,6,3
관세법,검거율,%,100,100,80,100,100,66.7,100
관세법,검거인원,명,26,4,13,13,27,20,13
관세법,남자검거인원,명,22,4,8,9,23,17,12
관세법,여자검거인원,명,4,-,4,2,4,1,1
관세법,불상검거인원,명,-,-,1,2,,2,-
관세법,법인체,개,3,-,3,,1,3,-
외국환거래법,발생건수,건,268,227,131,130,108,87,94
외국환거래법,검거건수,건,269,219,113,124,98,84,93
외국환거래법,검거율,%,100.4,96.5,86.3,95.4,90.7,96.6,98.9
외국환거래법,검거인원,명,566,443,213,224,241,232,244
외국환거래법,남자검거인원,명,336,283,114,126,119,160,165
외국환거래법,여자검거인원,명,220,150,91,90,117,67,68
외국환거래법,불상검거인원,명,10,10,8,8,5,5,11
외국환거래법,법인체,개,27,1,5,3,,1,4
지방세법,발생건수,건,4,6,39,27,84,53,73
지방세법,검거건수,건,2,5,24,26,65,43,61
지방세법,검거율,%,50,83.3,61.5,96.3,77.4,81.1,83.6
지방세법,검거인원,명,4,9,43,39,95,65,87
지방세법,남자검거인원,명,4,9,39,33,72,52,71
지방세법,여자검거인원,명,-,-,3,4,21,13,15
지방세법,불상검거인원,명,-,-,1,2,2,-,1
지방세법,법인체,개,-,-,23,15,61,26,29
저작권법,발생건수,건,24811,28632,27217,26363,38376,20632,13384
저작권법,검거건수,건,15451,16164,14914,11907,13857,9360,6683
저작권법,검거율,%,62.3,56.5,54.8,45.2,36.1,45.4,49.9
저작권법,검거인원,명,25396,28547,26178,26493,38729,21036,13691
저작권법,남자검거인원,명,14428,15246,14431,12940,12730,8194,6457
저작권법,여자검거인원,명,5666,5500,5093,3752,3404,2438,2141
저작권법,불상검거인원,명,5302,7801,6654,9801,22595,10404,5093
저작권법,법인체,개,1476,1780,1378,969,1191,1132,938
특허법,발생건수,건,222,254,220,227,208,188,192
특허법,검거건수,건,185,219,176,192,168,151,166
특허법,검거율,%,83.3,86.2,80,84.6,80.8,80.3,86.5
특허법,검거인원,명,332,404,365,330,375,269,318
특허법,남자검거인원,명,286,317,313,263,292,214,246
특허법,여자검거인원,명,19,50,36,51,42,39,41
특허법,불상검거인원,명,27,37,16,16,41,16,31
특허법,법인체,개,101,83,90,95,112,84,80
상표법,발생건수,건,2177,1640,1996,2622,2692,3113,2261
상표법,검거건수,건,2103,1566,1879,2433,2557,3003,2185
상표법,검거율,%,96.6,95.5,94.1,92.8,95,96.5,96.6
상표법,검거인원,명,2721,2378,2497,3086,3408,4087,3121
상표법,남자검거인원,명,1636,1530,1446,1596,1777,2121,1765
상표법,여자검거인원,명,993,787,978,1382,1548,1890,1315
상표법,불상검거인원,명,92,61,73,108,83,76,41
상표법,법인체,개,110,122,83,120,135,161,151
실용신안법,발생건수,건,90,124,87,33,40,35,16
실용신안법,검거건수,건,78,103,68,28,36,26,14
실용신안법,검거율,%,86.7,83.1,78.2,84.8,90,74.3,87.5
실용신안법,검거인원,명,127,197,189,59,66,52,28
실용신안법,남자검거인원,명,104,153,166,52,52,39,19
실용신안법,여자검거인원,명,15,30,20,6,9,9,4
실용신안법,불상검거인원,명,8,14,3,1,5,4,5
실용신안법,법인체,개,20,31,22,14,18,5,4
디자인보호법,발생건수,건,231,333,283,315,218,177,199
디자인보호법,검거건수,건,196,277,199,238,178,146,163
디자인보호법,검거율,%,84.8,83.2,70.3,75.6,81.7,82.5,81.9
디자인보호법,검거인원,명,359,647,408,406,324,247,285
디자인보호법,남자검거인원,명,242,386,266,274,241,196,207
